TransactionID,CustomerID,Gender,Age,City,ProductCategory,Quantity,Price,PurchaseDate,PaymentMode,TotalAmount,Age Group,Price Level,Month,Dayname
T00988,C5497,Other,18,Pune,Furniture,2,3819,2023-08-05,Cash,7638,young Adult,Expensive,August,Saturday
T00989,C1132,Male,59,Pune,Fashion,2,1361,2023-01-28,UPI,2722,Senior,Medium,January,Saturday
T00990,C1803,Male,64,Bengaluru,Furniture,1,4232,2023-06-05,UPI,4232,Senior,Expensive,June,Monday
T00991,C9138,Female,57,Lucknow,Books,2,965,2023-08-06,Wallet,1930,Senior,Medium,August,Sunday
T00992,C5689,Male,22,Lucknow,Fashion,5,1165,2023-05-13,UPI,5825,young Adult,Medium,May,Saturday
T00993,C4770,Female,66,Ahmedabad,Sports,5,1892,2023-11-21,Wallet,9460,Senior,High,November,Tuesday
T00994,C6772,Other,65,Lucknow,Fashion,2,3078,2023-03-01,UPI,6156,Senior,High,March,Wednesday
T00995,C4588,Male,55,Kolkata,Books,2,3258,2023-11-06,Wallet,6516,Senior,High,November,Monday
T00996,C4115,Other,20,Chennai,Groceries,5,3806,2023-08-19,UPI,19030,young Adult,Expensive,August,Saturday
T00997,C5106,Male,62,Kolkata,Beauty,1,4306,2023-09-15,Wallet,4306,Senior,Expensive,September,Friday
T00998,C3240,Male,22,Hyderabad,Beauty,4,1763,2023-07-10,UPI,7052,young Adult,High,July,Monday
T00999,C2591,Male,40,Jaipur,Fashion,4,3378,2023-08-31,Card,13512,Adult,High,August,Thursday
T01000,C1645,Other,50,Delhi,Furniture,3,1639,2023-12-31,Card,4917,Senior,High,December,Sunday
T01001,C6061,Female,24,Ahmedabad,Fashion,2,662,2023-06-21,Card,1324,young Adult,Medium,June,Wednesday
T01002,C8222,Male,36,Lucknow,Furniture,2,2376,2023-10-01,Cash,4752,Adult,High,October,Sunday
T01003,C1546,Other,68,Bengaluru,Books,2,3565,2023-07-06,UPI,7130,Senior,High,July,Thursday
T01004,C6977,Female,61,Delhi,Fashion,4,1445,2023-02-27,Wallet,5780,Senior,Medium,February,Monday
T01005,C3153,Female,37,Ahmedabad,Electronics,2,2616,2023-04-02,Wallet,5232,Adult,High,April,Sunday
T01006,C2476,Male,56,Delhi,Groceries,5,4828,2023-08-06,Wallet,24140,Senior,Expensive,August,Sunday
T01007,C5835,Other,23,Ahmedabad,Groceries,2,936,2023-09-30,UPI,1872,young Adult,Medium,September,Saturday
T01008,C6352,Other,36,Chennai,Fashion,3,1306,2023-07-16,Wallet,3918,Adult,Medium,July,Sunday
T01009,C7807,Female,66,Ahmedabad,Sports,3,3876,2023-12-12,Wallet,11628,Senior,Expensive,December,Tuesday
T01010,C3877,Other,46,Ahmedabad,Furniture,5,977,2023-02-10,Wallet,4885,Senior,Medium,February,Friday
T01011,C4289,Female,42,Hyderabad,Fashion,4,1002,2023-03-18,Wallet,4008,Senior,Medium,March,Saturday
T01012,C3165,Female,43,Hyderabad,Groceries,2,2070,2023-01-04,Card,4140,Senior,High,January,Wednesday
T01013,C9837,Female,70,Bengaluru,Sports,3,235,2023-06-22,Card,705,Senior,Low,June,Thursday
T01014,C6994,Male,60,Lucknow,Beauty,4,3875,2023-12-29,Wallet,15500,Senior,Expensive,December,Friday
T01015,C9697,Other,19,Chennai,Beauty,1,1632,2023-10-30,Wallet,1632,young Adult,High,October,Monday
T01016,C9221,Male,48,Kolkata,Furniture,3,2285,2023-05-13,Cash,6855,Senior,High,May,Saturday
T01017,C5465,Female,28,Pune,Electronics,4,334,2023-04-12,Card,1336,Adult,Medium,April,Wednesday
T01018,C3695,Other,52,Bengaluru,Electronics,4,4001,2023-09-21,UPI,16004,Senior,Expensive,September,Thursday
T01019,C5210,Other,32,Kolkata,Furniture,2,4449,2023-11-11,Wallet,8898,Adult,Expensive,November,Saturday
T01020,C8894,Female,26,Kolkata,Fashion,4,3808,2023-08-21,Card,15232,Adult,Expensive,August,Monday
T01021,C5835,Other,65,Ahmedabad,Books,4,2983,2023-08-11,Wallet,11932,Senior,High,August,Friday
T01022,C6549,Female,43,Ahmedabad,Groceries,4,2275,2023-01-25,UPI,9100,Senior,High,January,Wednesday
T01023,C2886,Female,68,Mumbai,Beauty,5,1069,2023-08-26,Cash,5345,Senior,Medium,August,Saturday
T01024,C8673,Female,69,Delhi,Furniture,5,4608,2023-05-25,Wallet,23040,Senior,Expensive,May,Thursday
T01025,C2233,Female,52,Ahmedabad,Beauty,4,788,2023-01-21,Card,3152,Senior,Medium,January,Saturday
T01026,C3306,Other,36,Delhi,Fashion,2,3003,2023-03-04,Card,6006,Adult,High,March,Saturday
T01027,C4696,Male,58,Kolkata,Beauty,4,3634,2023-09-08,Card,14536,Senior,High,September,Friday
T01028,C7511,Other,27,Ahmedabad,Furniture,1,1837,2023-08-24,Card,1837,Adult,High,August,Thursday
T01029,C6992,Male,37,Ahmedabad,Beauty,4,1333,2023-07-07,Cash,5332,Adult,Medium,July,Friday
T01030,C2479,Other,61,Bengaluru,Furniture,4,3351,2023-01-26,Cash,13404,Senior,High,January,Thursday
T01031,C7464,Female,68,Chennai,Beauty,1,4213,2023-11-03,Wallet,4213,Senior,Expensive,November,Friday
T01032,C1228,Other,64,Kolkata,Sports,3,3629,2023-12-18,Wallet,10887,Senior,High,December,Monday
T01033,C5332,Other,59,Lucknow,Groceries,5,4260,2023-07-09,Card,21300,Senior,Expensive,July,Sunday
T01034,C9791,Other,41,Lucknow,Electronics,5,2833,2023-05-10,UPI,14165,Senior,High,May,Wednesday
T01035,C3024,Female,18,Bengaluru,Electronics,2,535,2023-08-06,UPI,1070,young Adult,Medium,August,Sunday
T01036,C8451,Male,53,Jaipur,Sports,5,3715,2023-06-22,Card,18575,Senior,High,June,Thursday
T01037,C7038,Other,53,Delhi,Electronics,2,2333,2023-12-12,Cash,4666,Senior,High,December,Tuesday
T01038,C5295,Female,27,Pune,Electronics,3,3129,2023-06-01,Wallet,9387,Adult,High,June,Thursday
T01039,C7242,Male,25,Delhi,Groceries,4,901,2023-01-13,Wallet,3604,young Adult,Medium,January,Friday
T01040,C7086,Female,20,Kolkata,Fashion,4,502,2023-10-05,Card,2008,young Adult,Medium,October,Thursday
T01041,C2775,Male,18,Jaipur,Furniture,3,3233,2023-05-17,UPI,9699,young Adult,High,May,Wednesday
T01042,C4830,Female,54,Delhi,Groceries,4,3561,2023-04-02,UPI,14244,Senior,High,April,Sunday
T01043,C8724,Female,56,Chennai,Sports,3,1688,2023-05-31,Card,5064,Senior,High,May,Wednesday
T01044,C1410,Female,43,Jaipur,Beauty,4,2508,2023-07-02,Card,10032,Senior,High,July,Sunday
T01045,C6374,Female,52,Ahmedabad,Books,5,1651,2023-08-02,Wallet,8255,Senior,High,August,Wednesday
T01046,C4626,Female,53,Pune,Sports,5,3398,2023-01-09,Wallet,16990,Senior,High,January,Monday
T01047,C2035,Other,23,Lucknow,Beauty,4,1547,2023-08-17,Wallet,6188,young Adult,High,August,Thursday
T01048,C8606,Other,37,Pune,Beauty,1,4966,2023-06-16,Wallet,4966,Adult,Expensive,June,Friday
T01049,C5951,Male,31,Hyderabad,Books,3,2360,2023-06-02,Card,7080,Adult,High,June,Friday
T01050,C7689,Other,65,Lucknow,Electronics,2,4438,2023-11-22,Wallet,8876,Senior,Expensive,November,Wednesday
T01051,C2911,Female,65,Hyderabad,Electronics,4,4143,2023-01-19,Cash,16572,Senior,Expensive,January,Thursday
T01052,C3290,Female,64,Jaipur,Groceries,2,4348,2023-11-02,UPI,8696,Senior,Expensive,November,Thursday
T01053,C1742,Other,40,Bengaluru,Sports,2,3651,2023-02-27,Cash,7302,Adult,High,February,Monday
T01054,C1609,Male,31,Ahmedabad,Sports,2,994,2023-07-02,Cash,1988,Adult,Medium,July,Sunday
T01055,C5986,Male,44,Pune,Furniture,1,508,2023-01-19,UPI,508,Senior,Medium,January,Thursday
T01056,C9071,Male,59,Delhi,Groceries,1,2139,2023-09-30,Wallet,2139,Senior,High,September,Saturday
T01057,C2902,Other,50,Kolkata,Furniture,5,1009,2023-07-22,UPI,5045,Senior,Medium,July,Saturday
T01058,C2592,Female,27,Hyderabad,Beauty,3,1898,2023-05-08,Card,5694,Adult,High,May,Monday
T01059,C4846,Male,28,Lucknow,Groceries,4,1043,2023-03-31,Card,4172,Adult,Medium,March,Friday
T01060,C9807,Male,29,Pune,Fashion,4,535,2023-02-13,Wallet,2140,Adult,Medium,February,Monday
T01061,C3222,Male,32,Pune,Sports,4,392,2023-10-01,Card,1568,Adult,Medium,October,Sunday
T01062,C7367,Female,57,Lucknow,Electronics,4,4812,2023-02-18,Wallet,19248,Senior,Expensive,February,Saturday
T01063,C8432,Female,34,Kolkata,Sports,3,2280,2023-03-06,Wallet,6840,Adult,High,March,Monday
T01064,C7078,Male,30,Jaipur,Fashion,4,2055,2023-03-16,Cash,8220,Adult,High,March,Thursday
T01065,C9850,Female,25,Hyderabad,Groceries,4,639,2023-11-21,UPI,2556,young Adult,Medium,November,Tuesday
T01066,C7866,Male,29,Bengaluru,Fashion,3,4459,2023-09-10,Card,13377,Adult,Expensive,September,Sunday
T01067,C3531,Other,60,Delhi,Sports,5,927,2023-08-09,UPI,4635,Senior,Medium,August,Wednesday
T01068,C7797,Male,69,Lucknow,Furniture,1,2356,2023-05-21,UPI,2356,Senior,High,May,Sunday
T01069,C2622,Other,54,Ahmedabad,Groceries,4,1955,2023-06-26,Wallet,7820,Senior,High,June,Monday
T01070,C9017,Female,21,Delhi,Furniture,1,3414,2023-08-23,Cash,3414,young Adult,High,August,Wednesday
T01071,C7686,Male,66,Lucknow,Fashion,1,3310,2023-12-19,Card,3310,Senior,High,December,Tuesday
T01072,C5583,Female,53,Lucknow,Electronics,4,3318,2023-11-13,UPI,13272,Senior,High,November,Monday
T01073,C1536,Male,47,Ahmedabad,Groceries,5,929,2023-05-05,UPI,4645,Senior,Medium,May,Friday
T01074,C7070,Other,59,Kolkata,Beauty,2,1901,2023-09-26,UPI,3802,Senior,High,September,Tuesday
T01075,C4559,Female,53,Jaipur,Sports,2,2297,2023-10-19,Card,4594,Senior,High,October,Thursday
T01076,C8264,Female,22,Delhi,Furniture,4,4156,2023-08-23,UPI,16624,young Adult,Expensive,August,Wednesday
T01077,C8285,Male,36,Ahmedabad,Fashion,3,1785,2023-01-21,Wallet,5355,Adult,High,January,Saturday
T01078,C4868,Female,60,Bengaluru,Groceries,3,1501,2023-02-09,Cash,4503,Senior,High,February,Thursday
T01079,C6942,Other,22,Chennai,Electronics,5,1767,2023-06-17,Cash,8835,young Adult,High,June,Saturday
T01080,C2627,Other,34,Pune,Groceries,4,2947,2023-07-10,Wallet,11788,Adult,High,July,Monday
T01081,C7018,Male,24,Delhi,Electronics,3,2459,2023-01-20,UPI,7377,young Adult,High,January,Friday
T01082,C9920,Male,30,Lucknow,Fashion,1,4984,2023-03-17,Wallet,4984,Adult,Expensive,March,Friday
T01083,C6876,Female,64,Delhi,Furniture,4,2459,2023-11-08,Card,9836,Senior,High,November,Wednesday
T01084,C1992,Other,55,Lucknow,Books,4,125,2023-11-23,Card,500,Senior,Low,November,Thursday
T01085,C7523,Female,49,Pune,Books,2,872,2023-02-21,UPI,1744,Senior,Medium,February,Tuesday
T01086,C5520,Other,39,Kolkata,Groceries,2,1616,2023-07-15,Card,3232,Adult,High,July,Saturday
T01087,C4109,Other,40,Ahmedabad,Beauty,4,4222,2023-09-20,UPI,16888,Adult,Expensive,September,Wednesday
T01088,C3001,Male,26,Mumbai,Groceries,1,4005,2023-02-10,Wallet,4005,Adult,Expensive,February,Friday
T01089,C8450,Female,60,Delhi,Furniture,3,2601,2023-06-22,UPI,7803,Senior,High,June,Thursday
T01090,C2501,Other,59,Hyderabad,Groceries,1,2054,2023-11-23,UPI,2054,Senior,High,November,Thursday
T01091,C4475,Male,33,Bengaluru,Groceries,2,1494,2023-06-04,UPI,2988,Adult,Medium,June,Sunday
T01092,C1349,Other,24,Lucknow,Sports,3,2681,2023-08-05,Card,8043,young Adult,High,August,Saturday
T01093,C1828,Male,36,Mumbai,Books,5,668,2023-07-25,Card,3340,Adult,Medium,July,Tuesday
T01094,C6464,Male,57,Bengaluru,Books,4,1465,2023-01-12,UPI,5860,Senior,Medium,January,Thursday
T01095,C4990,Male,22,Bengaluru,Groceries,2,1634,2023-04-05,Card,3268,young Adult,High,April,Wednesday
T01096,C3063,Female,30,Ahmedabad,Sports,3,2821,2023-05-12,Card,8463,Adult,High,May,Friday
T01097,C4362,Male,38,Jaipur,Groceries,2,3829,2023-12-01,Card,7658,Adult,Expensive,December,Friday
T01098,C2124,Male,49,Chennai,Furniture,5,1261,2023-02-10,Wallet,6305,Senior,Medium,February,Friday
T01099,C4394,Other,46,Pune,Fashion,5,204,2023-08-10,Wallet,1020,Senior,Low,August,Thursday
T01100,C4538,Male,39,Lucknow,Groceries,2,3987,2023-03-01,Cash,7974,Adult,Expensive,March,Wednesday
T01101,C4817,Other,57,Lucknow,Beauty,1,3605,2023-04-09,UPI,3605,Senior,High,April,Sunday
T01102,C6383,Other,60,Ahmedabad,Furniture,1,2836,2023-10-20,Cash,2836,Senior,High,October,Friday
T01103,C3417,Female,37,Hyderabad,Books,1,270,2023-05-14,Wallet,270,Adult,Medium,May,Sunday
T01104,C1046,Male,62,Hyderabad,Fashion,4,1554,2023-06-05,Card,6216,Senior,High,June,Monday
T01105,C5542,Male,55,Kolkata,Sports,4,2261,2023-11-12,UPI,9044,Senior,High,November,Sunday
T01106,C3370,Other,27,Chennai,Books,5,730,2023-09-21,Cash,3650,Adult,Medium,September,Thursday
T01107,C3129,Female,54,Lucknow,Beauty,1,1498,2023-10-04,Wallet,1498,Senior,Medium,October,Wednesday
T01108,C9850,Male,54,Chennai,Beauty,5,179,2023-05-05,Wallet,895,Senior,Low,May,Friday
T01109,C5106,Female,41,Pune,Books,2,4966,2023-12-22,UPI,9932,Senior,Expensive,December,Friday
T01110,C3858,Other,69,Kolkata,Furniture,4,2984,2023-01-26,Cash,11936,Senior,High,January,Thursday
T01111,C2801,Male,38,Delhi,Electronics,2,3981,2023-07-11,Wallet,7962,Adult,Expensive,July,Tuesday
T01112,C1422,Female,45,Lucknow,Fashion,4,4877,2023-10-21,Wallet,19508,Senior,Expensive,October,Saturday
T01113,C3159,Male,28,Mumbai,Fashion,3,108,2023-08-31,Card,324,Adult,Low,August,Thursday
T01114,C1243,Male,18,Lucknow,Electronics,3,4100,2023-04-21,UPI,12300,young Adult,Expensive,April,Friday
T01115,C6869,Female,38,Jaipur,Fashion,5,2127,2023-08-12,Card,10635,Adult,High,August,Saturday
T01116,C4898,Male,33,Pune,Fashion,5,3971,2023-05-21,UPI,19855,Adult,Expensive,May,Sunday
T01117,C6304,Other,68,Bengaluru,Electronics,4,996,2023-12-19,Cash,3984,Senior,Medium,December,Tuesday
T01118,C1258,Male,32,Chennai,Furniture,5,470,2023-04-06,Wallet,2350,Adult,Medium,April,Thursday
T01119,C3854,Male,63,Mumbai,Groceries,3,242,2023-05-22,Card,726,Senior,Low,May,Monday
T01120,C5347,Female,65,Kolkata,Fashion,4,4747,2023-09-14,Card,18988,Senior,Expensive,September,Thursday
T01121,C1858,Female,59,Jaipur,Beauty,1,2481,2023-12-10,Cash,2481,Senior,High,December,Sunday
T01122,C3076,Female,45,Mumbai,Furniture,1,1970,2023-01-24,UPI,1970,Senior,High,January,Tuesday
T01123,C7897,Male,35,Mumbai,Furniture,5,4403,2023-11-06,UPI,22015,Adult,Expensive,November,Monday
T01124,C9619,Female,41,Jaipur,Electronics,3,4221,2023-07-24,Wallet,12663,Senior,Expensive,July,Monday
T01125,C2862,Male,26,Kolkata,Furniture,2,1470,2023-04-03,Card,2940,Adult,Medium,April,Monday
T01126,C2041,Other,61,Delhi,Electronics,3,1300,2023-12-14,UPI,3900,Senior,Medium,December,Thursday
T01127,C8802,Other,64,Chennai,Furniture,2,869,2023-05-26,UPI,1738,Senior,Medium,May,Friday
T01128,C8344,Male,39,Mumbai,Groceries,4,919,2023-05-20,Wallet,3676,Adult,Medium,May,Saturday
T01129,C6931,Male,48,Hyderabad,Beauty,3,2595,2023-01-03,UPI,7785,Senior,High,January,Tuesday
T01130,C9408,Other,47,Pune,Sports,1,2849,2023-07-28,Card,2849,Senior,High,July,Friday
T01131,C2786,Other,46,Lucknow,Furniture,2,3807,2023-04-17,Card,7614,Senior,Expensive,April,Monday
T01132,C8405,Male,40,Pune,Furniture,4,4119,2023-01-10,Cash,16476,Adult,Expensive,January,Tuesday
T01133,C9254,Other,67,Kolkata,Furniture,1,2973,2023-08-01,UPI,2973,Senior,High,August,Tuesday
T01134,C4629,Other,37,Pune,Electronics,1,4570,2023-12-03,Cash,4570,Adult,Expensive,December,Sunday
T01135,C1710,Male,49,Pune,Books,1,2208,2023-03-08,Card,2208,Senior,High,March,Wednesday
T01136,C9543,Female,53,Pune,Beauty,4,4085,2023-05-21,UPI,16340,Senior,Expensive,May,Sunday
T01137,C5941,Female,24,Pune,Books,5,2176,2023-05-17,Card,10880,young Adult,High,May,Wednesday
T01138,C8504,Other,29,Jaipur,Fashion,4,3084,2023-08-25,Wallet,12336,Adult,High,August,Friday
T01139,C1510,Male,59,Hyderabad,Electronics,3,3858,2023-11-03,Wallet,11574,Senior,Expensive,November,Friday
T01140,C1996,Other,56,Bengaluru,Groceries,4,211,2023-11-22,Cash,844,Senior,Low,November,Wednesday
T01141,C8847,Other,23,Ahmedabad,Electronics,2,2988,2023-06-12,UPI,5976,young Adult,High,June,Monday
T01142,C7580,Male,35,Bengaluru,Fashion,2,2566,2023-02-19,UPI,5132,Adult,High,February,Sunday
T01143,C7984,Female,70,Hyderabad,Books,3,2833,2023-04-24,Card,8499,Senior,High,April,Monday
T01144,C2768,Other,26,Jaipur,Groceries,2,4342,2023-04-26,Card,8684,Adult,Expensive,April,Wednesday
T01145,C9032,Other,52,Pune,Fashion,2,4980,2023-01-10,UPI,9960,Senior,Expensive,January,Tuesday
T01146,C8267,Female,30,Kolkata,Books,2,4067,2023-12-30,Cash,8134,Adult,Expensive,December,Saturday
T01147,C2204,Male,34,Pune,Fashion,4,1023,2023-06-16,Cash,4092,Adult,Medium,June,Friday
T01148,C2323,Male,64,Bengaluru,Beauty,2,2311,2023-04-24,Wallet,4622,Senior,High,April,Monday
T01149,C6277,Male,58,Chennai,Sports,5,4354,2023-02-02,Cash,21770,Senior,Expensive,February,Thursday
T01150,C3430,Male,22,Bengaluru,Books,1,269,2023-11-10,UPI,269,young Adult,Medium,November,Friday
T01151,C2076,Male,64,Bengaluru,Groceries,4,1311,2023-05-28,Wallet,5244,Senior,Medium,May,Sunday
T01152,C3067,Other,22,Mumbai,Sports,5,3461,2023-12-31,Card,17305,young Adult,High,December,Sunday
T01153,C5505,Other,19,Delhi,Beauty,2,1904,2023-11-08,Wallet,3808,young Adult,High,November,Wednesday
T01154,C9984,Female,50,Mumbai,Sports,2,1260,2023-08-24,Wallet,2520,Senior,Medium,August,Thursday
T01155,C6327,Female,58,Bengaluru,Fashion,2,3026,2023-10-29,Card,6052,Senior,High,October,Sunday
T01156,C7240,Female,19,Ahmedabad,Sports,1,4178,2023-08-04,Wallet,4178,young Adult,Expensive,August,Friday
T01157,C9692,Female,70,Pune,Electronics,2,353,2023-11-22,UPI,706,Senior,Medium,November,Wednesday
T01158,C5831,Male,55,Bengaluru,Sports,2,2101,2023-11-01,Cash,4202,Senior,High,November,Wednesday
T01159,C8433,Male,55,Delhi,Books,3,4831,2023-06-18,UPI,14493,Senior,Expensive,June,Sunday
T01160,C9282,Female,43,Bengaluru,Sports,4,3628,2023-10-05,Wallet,14512,Senior,High,October,Thursday
T01161,C8048,Other,67,Pune,Fashion,4,3044,2023-07-19,UPI,12176,Senior,High,July,Wednesday
T01162,C2624,Male,55,Ahmedabad,Furniture,5,1790,2023-09-01,Card,8950,Senior,High,September,Friday
T01163,C2874,Male,31,Lucknow,Electronics,1,831,2023-10-13,Wallet,831,Adult,Medium,October,Friday
T01164,C4522,Other,20,Pune,Fashion,2,1687,2023-01-07,UPI,3374,young Adult,High,January,Saturday
T01165,C8046,Other,53,Lucknow,Books,1,3194,2023-06-25,Card,3194,Senior,High,June,Sunday
T01166,C8398,Other,34,Bengaluru,Furniture,3,984,2023-06-24,Card,2952,Adult,Medium,June,Saturday
T01167,C4743,Other,52,Ahmedabad,Beauty,1,2343,2023-06-13,UPI,2343,Senior,High,June,Tuesday
T01168,C7779,Other,52,Jaipur,Electronics,4,4563,2023-06-27,Cash,18252,Senior,Expensive,June,Tuesday
T01169,C6553,Female,48,Pune,Groceries,1,3780,2023-08-16,Cash,3780,Senior,Expensive,August,Wednesday
T01170,C8430,Other,59,Jaipur,Electronics,3,4416,2023-03-19,Cash,13248,Senior,Expensive,March,Sunday
T01171,C7532,Male,67,Ahmedabad,Groceries,1,1533,2023-08-25,UPI,1533,Senior,High,August,Friday
T01172,C7815,Other,27,Pune,Beauty,3,2273,2023-09-13,Wallet,6819,Adult,High,September,Wednesday
T01173,C2557,Female,41,Kolkata,Beauty,1,2957,2023-04-18,UPI,2957,Senior,High,April,Tuesday
T01174,C6120,Male,43,Hyderabad,Electronics,5,2813,2023-09-30,Card,14065,Senior,High,September,Saturday
T01175,C7992,Other,32,Bengaluru,Furniture,2,3303,2023-12-24,UPI,6606,Adult,High,December,Sunday
T01176,C6120,Other,67,Pune,Groceries,4,4926,2023-03-29,Wallet,19704,Senior,Expensive,March,Wednesday
T01177,C5176,Other,55,Lucknow,Sports,4,3518,2023-12-11,Cash,14072,Senior,High,December,Monday
T01178,C7132,Male,64,Mumbai,Electronics,1,2363,2023-07-19,Wallet,2363,Senior,High,July,Wednesday
T01179,C3500,Other,36,Lucknow,Books,1,2633,2023-05-11,UPI,2633,Adult,High,May,Thursday
T01180,C8770,Female,26,Ahmedabad,Groceries,1,1661,2023-07-26,Wallet,1661,Adult,High,July,Wednesday
T01181,C2099,Female,47,Hyderabad,Fashion,3,436,2023-01-17,Card,1308,Senior,Medium,January,Tuesday
T01182,C2494,Other,50,Jaipur,Electronics,1,4847,2023-12-05,UPI,4847,Senior,Expensive,December,Tuesday
T01183,C2398,Male,50,Chennai,Electronics,5,4360,2023-10-20,Cash,21800,Senior,Expensive,October,Friday
T01184,C2527,Male,23,Pune,Furniture,1,2912,2023-02-10,UPI,2912,young Adult,High,February,Friday
T01185,C8075,Female,43,Jaipur,Books,1,1107,2023-11-20,UPI,1107,Senior,Medium,November,Monday
T01186,C2582,Female,41,Lucknow,Beauty,2,3650,2023-09-07,Cash,7300,Senior,High,September,Thursday
T01187,C7105,Male,50,Kolkata,Beauty,5,3827,2023-10-15,Cash,19135,Senior,Expensive,October,Sunday
T01188,C3131,Male,18,Mumbai,Furniture,1,4742,2023-06-26,Card,4742,young Adult,Expensive,June,Monday
T01189,C1982,Female,60,Mumbai,Furniture,4,2942,2023-02-12,Wallet,11768,Senior,High,February,Sunday
T01190,C6400,Other,33,Lucknow,Beauty,5,2462,2023-04-17,Cash,12310,Adult,High,April,Monday
T01191,C3002,Other,69,Ahmedabad,Groceries,5,1002,2023-09-29,Cash,5010,Senior,Medium,September,Friday
T01192,C7730,Male,57,Kolkata,Sports,3,168,2023-07-09,Card,504,Senior,Low,July,Sunday
T01193,C6793,Other,61,Delhi,Beauty,4,4187,2023-06-05,Card,16748,Senior,Expensive,June,Monday
T01194,C7929,Male,28,Lucknow,Electronics,4,1305,2023-05-30,Cash,5220,Adult,Medium,May,Tuesday
T01195,C1842,Female,66,Ahmedabad,Groceries,3,3920,2023-06-11,Card,11760,Senior,Expensive,June,Sunday
T01196,C5712,Female,50,Delhi,Electronics,5,1330,2023-08-20,Card,6650,Senior,Medium,August,Sunday
T01197,C6119,Male,26,Bengaluru,Beauty,4,4385,2023-12-12,Cash,17540,Adult,Expensive,December,Tuesday
T01198,C6761,Female,46,Jaipur,Sports,3,2473,2023-08-28,UPI,7419,Senior,High,August,Monday
T01199,C2697,Other,28,Chennai,Furniture,3,4672,2023-01-16,UPI,14016,Adult,Expensive,January,Monday
T01200,C9313,Female,29,Ahmedabad,Groceries,3,1432,2023-03-21,UPI,4296,Adult,Medium,March,Tuesday
T01201,C4485,Female,54,Jaipur,Beauty,3,2587,2023-11-16,Cash,7761,Senior,High,November,Thursday
T01202,C3535,Other,54,Delhi,Beauty,2,4088,2023-10-27,Wallet,8176,Senior,Expensive,October,Friday
T01203,C8900,Other,60,Jaipur,Books,3,2461,2023-03-27,UPI,7383,Senior,High,March,Monday
T01204,C4674,Male,27,Lucknow,Sports,4,629,2023-11-16,Cash,2516,Adult,Medium,November,Thursday
T01205,C2773,Female,65,Delhi,Fashion,4,2514,2023-06-30,Wallet,10056,Senior,High,June,Friday
T01206,C6736,Male,64,Hyderabad,Fashion,5,227,2023-10-17,Wallet,1135,Senior,Low,October,Tuesday
T01207,C7022,Male,48,Ahmedabad,Books,1,3818,2023-08-09,Cash,3818,Senior,Expensive,August,Wednesday
T01208,C2882,Other,40,Delhi,Electronics,3,435,2023-08-01,Wallet,1305,Adult,Medium,August,Tuesday
T01209,C5564,Male,20,Jaipur,Books,3,1880,2023-01-12,Wallet,5640,young Adult,High,January,Thursday
T01210,C4705,Male,32,Lucknow,Beauty,1,2418,2023-05-26,Card,2418,Adult,High,May,Friday
T01211,C8030,Female,66,Chennai,Groceries,1,4958,2023-10-12,Cash,4958,Senior,Expensive,October,Thursday
T01212,C1430,Male,49,Lucknow,Groceries,4,1111,2023-09-09,Card,4444,Senior,Medium,September,Saturday
T01213,C5381,Male,32,Mumbai,Books,4,535,2023-05-01,Wallet,2140,Adult,Medium,May,Monday
T01214,C1474,Male,22,Kolkata,Electronics,2,4100,2023-07-12,Card,8200,young Adult,Expensive,July,Wednesday
T01215,C3955,Female,34,Jaipur,Beauty,1,2605,2023-10-03,Cash,2605,Adult,High,October,Tuesday
T01216,C5477,Other,41,Mumbai,Electronics,5,141,2023-03-09,UPI,705,Senior,Low,March,Thursday
T01217,C6062,Female,32,Ahmedabad,Sports,1,3625,2023-07-13,Card,3625,Adult,High,July,Thursday
T01218,C6567,Other,20,Ahmedabad,Sports,5,2985,2023-11-07,Card,14925,young Adult,High,November,Tuesday
T01219,C6751,Other,60,Jaipur,Furniture,3,105,2023-03-05,Cash,315,Senior,Low,March,Sunday
T01220,C1100,Other,31,Ahmedabad,Electronics,2,508,2023-02-19,Cash,1016,Adult,Medium,February,Sunday
T01221,C3972,Female,51,Lucknow,Furniture,3,2159,2023-07-22,Cash,6477,Senior,High,July,Saturday
T01222,C3347,Female,68,Kolkata,Groceries,4,1228,2023-04-22,Card,4912,Senior,Medium,April,Saturday
T01223,C7566,Other,41,Pune,Fashion,5,2968,2023-04-19,Wallet,14840,Senior,High,April,Wednesday
T01224,C2140,Female,42,Kolkata,Fashion,4,2420,2023-02-26,Cash,9680,Senior,High,February,Sunday
T01225,C3324,Male,48,Chennai,Books,5,4212,2023-10-20,Cash,21060,Senior,Expensive,October,Friday
T01226,C1502,Other,47,Chennai,Books,4,4693,2023-05-29,Card,18772,Senior,Expensive,May,Monday
T01227,C2503,Other,20,Bengaluru,Furniture,2,1370,2023-04-02,Card,2740,young Adult,Medium,April,Sunday
T01228,C9691,Other,20,Mumbai,Electronics,1,804,2023-03-23,Card,804,young Adult,Medium,March,Thursday
T01229,C4524,Other,59,Lucknow,Electronics,3,2317,2023-07-25,Card,6951,Senior,High,July,Tuesday
T01230,C7163,Male,38,Chennai,Books,1,1268,2023-10-09,UPI,1268,Adult,Medium,October,Monday
T01231,C7878,Female,24,Lucknow,Fashion,3,1711,2023-07-29,UPI,5133,young Adult,High,July,Saturday
T01232,C8432,Male,63,Chennai,Fashion,1,3639,2023-06-30,Wallet,3639,Senior,High,June,Friday
